,Code,Date,contact_tracing,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,debt_relief,income_support,testing_policy,international_travel_controls,restrictions_internal_movements,close_public_transport,public_information_campaigns,facial_coverings,stay_home_requirements,restriction_gatherings,cancel_public_events,workplace_closures,school_closures,holiday,temp,prcp,doctors_per_1000,nurses_per_1000,beds_per_1000,number_of_arrivals,urban_population,total_vaccinations_per_100,youth_unemployment,life_expectancy,%df_population_gr_65,UN Population Division (Median Age) (2017),excess_mortality_week_n,infections_value,month,average_deaths_2015_2019_all_ages,deaths_week_n,population,accumulated,reproduction_rate_week_n-1,reproduction_rate
621,CHL,2021-03-28,2.0,-38.898,-12.448857142857142,14.367428571428572,-27.387714285714285,-45.93871428571428,-18.91857142857143,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,16.61239316239316,0.01476923076923077,,,2.06,5641000.0,87.49,36.104285714285716,19.6200008392334,80.042,11.881540127768801,35.400002,47.53,49.03,3,2258.875,1073.6432875,18952038.0,0.14714271721727235,1.137142857142857,1.14
622,CHL,2021-04-04,2.0,-43.75514285714286,-16.142714285714284,16.816285714285716,-31.22457142857143,-51.204,-19.755285714285716,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,15.786967418546364,0.013533834586466164,,,2.06,5641000.0,87.49,45.27428571428571,19.6200008392334,80.042,11.881540127768801,35.400002,40.49,41.75,4,1937.6875,784.56966875,18952038.0,0.15128248133525266,1.14,1.14
623,CHL,2021-04-11,2.0,-54.06128571428571,-26.10214285714286,21.0,-43.44914285714286,-58.449,-27.673571428571428,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,14.669696969696966,0.0034545454545454545,,,2.06,5641000.0,87.49,51.61142857142857,19.6200008392334,80.042,11.881540127768801,35.400002,49.03,,4,1937.6875,950.04818125,18952038.0,0.15629538908295768,1.14,1.1114285714285717
624,CHL,2021-04-18,2.0,-60.592,-29.489714285714285,24.367285714285714,-49.183571428571426,-61.95914285714286,-37.28557142857143,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,15.204284654382997,0.015879762160111142,,,2.06,5641000.0,87.49,57.68857142857143,19.6200008392334,80.042,11.881540127768801,35.400002,41.75,,4,1937.6875,808.9845312499999,18952038.0,0.16056397767089742,1.1114285714285717,1.0557142857142858
625,CHL,2021-04-25,2.0,-59.06142857142857,-30.306142857142856,23.510285714285715,-46.754999999999995,-61.612285714285726,-31.53042857142857,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,15.204284654382997,0.015879762160111142,,,2.06,5641000.0,87.49,63.878571428571426,19.6200008392334,80.042,11.881540127768801,35.400002,,,4,1937.6875,,18952038.0,0.16056397767089742,1.0557142857142858,1.0285714285714285
626,CHL,2021-05-02,2.0,-56.95928571428571,-28.877714285714287,22.755142857142857,-44.551,-60.571571428571424,-28.612142857142857,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,13.186065189367753,0.0959402539484347,,,2.06,5641000.0,87.49,69.58714285714287,19.6200008392334,80.042,11.881540127768801,35.400002,,,5,2594.875,,18952038.0,0.16056397767089742,1.0285714285714285,0.9742857142857143
627,CHL,2021-05-09,2.0,-55.143,-26.762,22.238333333333333,-43.23833333333334,-59.904666666666664,-26.80966666666667,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,13.186065189367753,0.0959402539484347,,,2.06,5641000.0,87.49,73.91,19.6200008392334,80.042,11.881540127768801,35.400002,,,5,2594.875,,18952038.0,0.16056397767089742,0.9742857142857143,0.937142857142857
633,COL,2020-04-05,0.0,-45.59157142857142,-16.244857142857143,16.79585714285714,-42.673571428571435,-40.67342857142857,-32.449,2.0,0.0,2.0,2.5714285714285716,0.2857142857142857,0.14285714285714285,2.0,0.0,0.2857142857142857,3.0,2.0,1.2857142857142858,3.0,1.0,25.279680365296812,0.0793835616438356,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,4.12,-2.59,4,4264.7,175.70564,50339443.0,0.0038633185313552234,2.132857142857143,2.132857142857143
634,COL,2020-04-12,1.0,-81.24485714285713,-58.51014285714286,32.51014285714286,-78.16314285714286,-73.02042857142857,-69.40814285714286,2.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,25.625771604938272,0.1793055555555555,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,0.15,-0.59,4,4264.7,6.397049999999999,50339443.0,0.0038760263596877695,2.132857142857143,1.7585714285714287
635,COL,2020-04-19,1.8571428571428572,-79.81628571428571,-55.57142857142857,32.55085714285714,-78.67342857142856,-71.48985714285713,-69.347,2.0,0.2857142857142857,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,26.272796934865877,0.10096551724137924,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,-2.59,1.37,4,4264.7,-110.45572999999999,50339443.0,0.0038760263596877695,1.7585714285714287,1.5499999999999996
636,COL,2020-04-26,2.0,-81.67342857142856,-59.81628571428571,33.63242857142857,-80.408,-73.42842857142857,-71.97957142857142,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.7142857142857144,3.0,2.0,26.118492618492617,0.16902097902097898,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,-0.59,1.06,4,4264.7,-25.16173,50339443.0,0.0038760263596877695,1.5499999999999996,1.2457142857142856
637,COL,2020-05-03,2.0,-78.93885714285715,-57.34685714285713,31.755142857142857,-77.22442857142856,-70.79599999999999,-65.91828571428572,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,0.0,25.888127853881276,0.15575342465753422,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,1.37,-1.97,5,5545.35,75.97129500000001,50339443.0,0.00402694438831991,1.2457142857142856,1.2157142857142857
638,COL,2020-05-10,2.0,-77.04085714285715,-57.61228571428571,30.408142857142856,-75.04085714285713,-69.65299999999999,-61.775571428571425,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.857142857142857,2.0,2.4285714285714284,3.0,0.0,26.474389282899942,0.10347517730496451,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,1.06,1.46,5,5545.35,58.780710000000006,50339443.0,0.004143713082006092,1.2157142857142857,1.3357142857142856
639,COL,2020-05-17,2.0,-73.65314285714285,-52.89814285714285,28.449,-71.97957142857142,-65.53057142857143,-58.71414285714285,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.857142857142857,3.0,1.0,26.52167060677699,0.10361702127659572,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,-1.97,0.78,5,5545.35,-109.243395,50339443.0,0.004143713082006092,1.3357142857142856,1.384285714285714
640,COL,2020-05-24,2.0,-68.8367142857143,-45.653000000000006,26.734714285714286,-65.551,-59.36728571428572,-51.75514285714286,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,26.558641975308653,0.17868055555555554,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,1.46,4.06,5,5545.35,80.96211000000001,50339443.0,0.004304545433687059,1.384285714285714,1.3542857142857143
641,COL,2020-05-31,2.0,-65.73471428571429,-41.91842857142857,24.857142857142858,-61.77542857142857,-56.32657142857143,-46.489714285714285,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,26.71942446043164,0.16453237410071941,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,0.78,4.88,5,5545.35,43.253730000000004,50339443.0,0.004390469566776891,1.3542857142857143,1.2657142857142856
642,COL,2020-06-07,2.0,-64.16328571428572,-39.93871428571429,24.530714285714286,-59.97971428571429,-54.142857142857146,-44.449,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,26.893253968253966,0.13964285714285707,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,4.06,12.4,6,4551.0,184.77059999999997,50339443.0,0.004757518920104062,1.2657142857142856,1.3085714285714285
643,COL,2020-06-14,2.0,-61.612285714285704,-36.73471428571429,23.36757142857143,-57.510000000000005,-51.550999999999995,-40.571571428571424,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,24.777360066833747,0.2345864661654135,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,4.88,17.35,6,4551.0,222.0888,50339443.0,0.005198701394053962,1.3085714285714285,1.3071428571428572
644,COL,2020-06-21,2.0,-56.163142857142866,-30.469428571428573,21.469428571428573,-52.91814285714287,-46.85728571428571,-34.449,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,26.1334175084175,0.08477272727272722,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,12.4,25.85,6,4551.0,564.324,50339443.0,0.006319738827861087,1.3071428571428572,1.2057142857142853
645,COL,2020-06-28,2.0,-55.06128571428571,-31.12257142857143,20.938714285714287,-53.20414285714286,-46.30614285714285,-33.28557142857143,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,25.292781832927812,0.19226277372262768,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,17.35,32.45,6,4551.0,789.5985000000001,50339443.0,0.007888287172744441,1.2057142857142853,1.2814285714285716
646,COL,2020-07-05,2.0,-53.203857142857146,-29.632571428571428,20.20414285714286,-52.20399999999999,-44.51014285714285,-33.53057142857143,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,26.103406326034047,0.14948905109489052,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,25.85,35.01,7,4469.400000000001,1155.3399000000002,50339443.0,0.010183385869009317,1.2814285714285716,1.3171428571428572
647,COL,2020-07-12,2.0,-52.428714285714285,-28.918285714285712,20.0,-51.020428571428575,-42.918285714285716,-33.16314285714286,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,25.662611516626114,0.09562043795620437,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,32.45,47.17,7,4469.400000000001,1450.3203000000003,50339443.0,0.013064467211129055,1.3171428571428572,1.2414285714285713
648,COL,2020-07-19,2.0,-48.408285714285704,-23.571285714285715,19.02042857142857,-48.67342857142857,-39.550999999999995,-31.408285714285714,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,24.973063973063976,0.26795454545454545,2.18,1.33,1.71,3317000.0,80.446,,20.0100002288818,77.109,8.76583000729666,32.200001,35.01,62.55,7,4469.400000000001,1564.73694,50339443.0,0.01617283879164098,1.2414285714285713,1.1942857142857142
