Entity,Code,Date,retail_and_recreation
Aruba,ABW,2020-04-19,-70.857
Aruba,ABW,2020-04-20,-67.714
Aruba,ABW,2020-04-21,-68.714
Aruba,ABW,2020-04-22,-68.714
Aruba,ABW,2020-04-23,-68.429
Aruba,ABW,2020-04-24,-67.714
Aruba,ABW,2020-04-25,-66.429
Aruba,ABW,2020-04-26,-65.571
Aruba,ABW,2020-04-27,-67.143
Aruba,ABW,2020-04-28,-65.143
Aruba,ABW,2020-04-29,-63.571
Aruba,ABW,2020-04-30,-61.714
Aruba,ABW,2020-05-01,-63.714
Aruba,ABW,2020-05-02,-62.571
Aruba,ABW,2020-05-03,-61.714
Aruba,ABW,2020-05-04,-57.286
Aruba,ABW,2020-05-05,-56.286
Aruba,ABW,2020-05-06,-55.286
Aruba,ABW,2020-05-07,-55
Aruba,ABW,2020-05-08,-50.857
Aruba,ABW,2020-05-09,-49.571
Aruba,ABW,2020-05-10,-49
Aruba,ABW,2020-05-11,-49.571
Aruba,ABW,2020-05-12,-50
Aruba,ABW,2020-05-13,-50.571
Aruba,ABW,2020-05-14,-50.857
Aruba,ABW,2020-05-15,-51.571
Aruba,ABW,2020-05-16,-52.571
Aruba,ABW,2020-05-17,-52.571
Aruba,ABW,2020-05-18,-52
Aruba,ABW,2020-05-19,-51.429
Aruba,ABW,2020-05-20,-49.429
Aruba,ABW,2020-05-21,-51
Aruba,ABW,2020-05-22,-48.857
Aruba,ABW,2020-05-23,-47.286
Aruba,ABW,2020-05-24,-46
Aruba,ABW,2020-05-25,-44.143
Aruba,ABW,2020-05-26,-42.571
Aruba,ABW,2020-05-27,-42.143
Aruba,ABW,2020-05-28,-38.143
Aruba,ABW,2020-05-29,-37
Aruba,ABW,2020-05-30,-35
Aruba,ABW,2020-05-31,-33.286
Aruba,ABW,2020-06-01,-32.286
Aruba,ABW,2020-06-02,-31.571
Aruba,ABW,2020-06-03,-31.143
Aruba,ABW,2020-06-04,-30.857
Aruba,ABW,2020-06-05,-30.571
Aruba,ABW,2020-06-06,-30.429
Aruba,ABW,2020-06-07,-30.143
Aruba,ABW,2020-06-08,-30.857
Aruba,ABW,2020-06-09,-31.286
Aruba,ABW,2020-06-10,-31.429
Aruba,ABW,2020-06-11,-31.714
Aruba,ABW,2020-06-12,-31.571
Aruba,ABW,2020-06-13,-32
Aruba,ABW,2020-06-14,-31.714
Aruba,ABW,2020-06-15,-32
Aruba,ABW,2020-06-16,-32
Aruba,ABW,2020-06-17,-32
Aruba,ABW,2020-06-18,-32
Aruba,ABW,2020-06-19,-31.857
Aruba,ABW,2020-06-20,-31
Aruba,ABW,2020-06-21,-30.857
Aruba,ABW,2020-06-22,-31.143
Aruba,ABW,2020-06-23,-30.429
Aruba,ABW,2020-06-24,-29.714
Aruba,ABW,2020-06-25,-28.571
Aruba,ABW,2020-06-26,-27.286
Aruba,ABW,2020-06-27,-26.714
Aruba,ABW,2020-06-28,-25.429
Aruba,ABW,2020-06-29,-23.429
Aruba,ABW,2020-06-30,-22
Aruba,ABW,2020-07-01,-20.714
Aruba,ABW,2020-07-02,-20.143
Aruba,ABW,2020-07-03,-20
Aruba,ABW,2020-07-04,-20
Aruba,ABW,2020-07-05,-19.714
Aruba,ABW,2020-07-06,-19.857
Aruba,ABW,2020-07-07,-21
Aruba,ABW,2020-07-08,-21.571
Aruba,ABW,2020-07-09,-21.857
Aruba,ABW,2020-07-10,-22.286
Aruba,ABW,2020-07-11,-22.571
Aruba,ABW,2020-07-12,-23.429
Aruba,ABW,2020-07-13,-23.857
Aruba,ABW,2020-07-14,-23.857
Aruba,ABW,2020-07-15,-24
Aruba,ABW,2020-07-16,-24.143
Aruba,ABW,2020-07-17,-24.286
Aruba,ABW,2020-07-18,-24.143
Aruba,ABW,2020-07-19,-23.286
Aruba,ABW,2020-07-20,-22.857
Aruba,ABW,2020-07-21,-22.286
Aruba,ABW,2020-07-22,-22
Aruba,ABW,2020-07-23,-21.143
Aruba,ABW,2020-07-24,-20.429
Aruba,ABW,2020-07-25,-21
Aruba,ABW,2020-07-26,-21.714
Aruba,ABW,2020-07-27,-20.714
Aruba,ABW,2020-07-28,-19.714
Aruba,ABW,2020-07-29,-19
Aruba,ABW,2020-07-30,-18.714
Aruba,ABW,2020-07-31,-18.286
Aruba,ABW,2020-08-01,-16.286
Aruba,ABW,2020-08-02,-14.571
Aruba,ABW,2020-08-03,-14.286
Aruba,ABW,2020-08-04,-14.857
Aruba,ABW,2020-08-05,-16.143
Aruba,ABW,2020-08-06,-18.286
Aruba,ABW,2020-08-07,-21.857
Aruba,ABW,2020-08-08,-26
Aruba,ABW,2020-08-09,-30
Aruba,ABW,2020-08-10,-32.857
Aruba,ABW,2020-08-11,-34.857
Aruba,ABW,2020-08-12,-36.286
Aruba,ABW,2020-08-13,-36.714
Aruba,ABW,2020-08-14,-36.429
Aruba,ABW,2020-08-15,-35.571
Aruba,ABW,2020-08-16,-35
Aruba,ABW,2020-08-17,-35.333
Aruba,ABW,2020-08-18,-35.8
Aruba,ABW,2020-08-19,-36
Aruba,ABW,2020-08-20,-36.333
Aruba,ABW,2020-09-13,-26.667
Aruba,ABW,2020-09-14,-26.25
Aruba,ABW,2020-09-15,-26
Aruba,ABW,2020-09-16,-26.333
Aruba,ABW,2020-09-17,-27.143
Aruba,ABW,2020-09-18,-27.714
Aruba,ABW,2020-09-19,-28.571
Aruba,ABW,2020-09-20,-29.571
Aruba,ABW,2020-09-21,-29.857
Aruba,ABW,2020-09-22,-30.429
Aruba,ABW,2020-09-23,-30.571
Aruba,ABW,2020-09-24,-30.286
Aruba,ABW,2020-09-25,-29.857
Aruba,ABW,2020-09-26,-28.429
Aruba,ABW,2020-09-27,-27.571
Aruba,ABW,2020-09-28,-27.143
Aruba,ABW,2020-09-29,-26.429
Aruba,ABW,2020-09-30,-25.286
Aruba,ABW,2020-10-01,-23.857
Aruba,ABW,2020-10-02,-23.143
Aruba,ABW,2020-10-03,-24.143
Aruba,ABW,2020-10-04,-23.286
Aruba,ABW,2020-10-05,-22.571
Aruba,ABW,2020-10-06,-22.143
Aruba,ABW,2020-10-07,-22.143
Aruba,ABW,2020-10-08,-22.714
Aruba,ABW,2020-10-09,-23
Aruba,ABW,2020-10-10,-21.857
Aruba,ABW,2020-10-11,-22
Aruba,ABW,2020-10-12,-22.571
Aruba,ABW,2020-10-13,-22.857
Aruba,ABW,2020-10-14,-23.286
Aruba,ABW,2020-10-15,-23.571
Aruba,ABW,2020-10-16,-23.714
Aruba,ABW,2020-10-17,-23.857
Aruba,ABW,2020-10-18,-24.143
Aruba,ABW,2020-10-19,-24.429
Aruba,ABW,2020-10-20,-26.429
Aruba,ABW,2020-10-21,-26.143
Aruba,ABW,2020-10-22,-25.429
Aruba,ABW,2020-10-23,-24.429
Aruba,ABW,2020-10-24,-23.286
Aruba,ABW,2020-10-25,-23
Aruba,ABW,2020-10-26,-21.857
Aruba,ABW,2020-10-27,-19
Aruba,ABW,2020-10-28,-18.143
Aruba,ABW,2020-10-29,-17.571
Aruba,ABW,2020-10-30,-17
Aruba,ABW,2020-10-31,-16
Aruba,ABW,2020-11-01,-15.429
Aruba,ABW,2020-11-02,-15
Aruba,ABW,2020-11-03,-15.143
Aruba,ABW,2020-11-04,-15.714
Aruba,ABW,2020-11-05,-16.286
Aruba,ABW,2020-11-06,-16.857
Aruba,ABW,2020-11-07,-18
Aruba,ABW,2020-11-08,-18.143
Aruba,ABW,2020-11-09,-18.857
Aruba,ABW,2020-11-10,-19
Aruba,ABW,2020-11-11,-18.714
Aruba,ABW,2020-11-12,-18.857
Aruba,ABW,2020-11-13,-20.143
Aruba,ABW,2020-11-14,-20.571
Aruba,ABW,2020-11-15,-20.571
Aruba,ABW,2020-11-16,-21.143
Aruba,ABW,2020-11-17,-21.714
Aruba,ABW,2020-11-18,-22.286
Aruba,ABW,2020-11-19,-22.143
Aruba,ABW,2020-11-20,-20.571
Aruba,ABW,2020-11-21,-19.857
Aruba,ABW,2020-11-22,-19.143
Aruba,ABW,2020-11-23,-17.429
Aruba,ABW,2020-11-24,-15.429
Aruba,ABW,2020-11-25,-13.286
Aruba,ABW,2020-11-26,-11.143
Aruba,ABW,2020-11-27,-8.429
Aruba,ABW,2020-11-28,-6.714
Aruba,ABW,2020-11-29,-5.571
Aruba,ABW,2020-11-30,-4.143
Aruba,ABW,2020-12-01,-2.857
Aruba,ABW,2020-12-02,-2.286
Aruba,ABW,2020-12-03,-2
Aruba,ABW,2020-12-04,-2.857
Aruba,ABW,2020-12-05,-2.429
Aruba,ABW,2020-12-06,-1.857
Aruba,ABW,2020-12-07,-2
Aruba,ABW,2020-12-08,-2.857
Aruba,ABW,2020-12-09,-3.571
Aruba,ABW,2020-12-10,-4
Aruba,ABW,2020-12-11,-4.286
Aruba,ABW,2020-12-12,-4.857
Aruba,ABW,2020-12-13,-5.429
Aruba,ABW,2020-12-14,-6
Aruba,ABW,2020-12-15,-5.714
Aruba,ABW,2020-12-16,-4.857
Aruba,ABW,2020-12-17,-4
Aruba,ABW,2020-12-18,-3.714
Aruba,ABW,2020-12-19,-2.714
Aruba,ABW,2020-12-20,-0.714
Aruba,ABW,2020-12-21,2
Aruba,ABW,2020-12-22,5
Aruba,ABW,2020-12-23,8.143
Aruba,ABW,2020-12-24,9.429
Aruba,ABW,2020-12-25,1
Aruba,ABW,2020-12-26,-5.143
Aruba,ABW,2020-12-27,-6.571
Aruba,ABW,2020-12-28,-6.571
Aruba,ABW,2020-12-29,-7.429
Aruba,ABW,2020-12-30,-9.143
Aruba,ABW,2020-12-31,-10.857
Aruba,ABW,2021-01-01,-10.429
Aruba,ABW,2021-01-02,-9.286
Aruba,ABW,2021-01-03,-11.143
Aruba,ABW,2021-01-04,-14.571
Aruba,ABW,2021-01-05,-17.571
Aruba,ABW,2021-01-06,-21
Aruba,ABW,2021-01-07,-22.857
Aruba,ABW,2021-01-08,-16.714
Aruba,ABW,2021-01-09,-14.714
Aruba,ABW,2021-01-10,-15
Aruba,ABW,2021-01-11,-15.714
Aruba,ABW,2021-01-12,-16.429
Aruba,ABW,2021-01-13,-17.143
Aruba,ABW,2021-01-14,-18.143
Aruba,ABW,2021-01-15,-19.286
Aruba,ABW,2021-01-16,-20.429
Aruba,ABW,2021-01-17,-21.143
Aruba,ABW,2021-01-18,-22
Aruba,ABW,2021-01-19,-23.143
Aruba,ABW,2021-01-20,-23.286
Aruba,ABW,2021-01-21,-22.857
Aruba,ABW,2021-01-22,-22
Aruba,ABW,2021-01-23,-20.714
Aruba,ABW,2021-01-24,-19.714
Aruba,ABW,2021-01-25,-21.429
Aruba,ABW,2021-01-26,-21
Australia,AUS,2020-02-17,2
Australia,AUS,2020-02-18,0.75
Australia,AUS,2020-02-19,0.4
Australia,AUS,2020-02-20,0.333
Australia,AUS,2020-02-21,0.714
Australia,AUS,2020-02-22,0.857
Australia,AUS,2020-02-23,0.857
Australia,AUS,2020-02-24,0.857
Australia,AUS,2020-02-25,0.857
Australia,AUS,2020-02-26,0.857
Australia,AUS,2020-02-27,0.857
Australia,AUS,2020-02-28,1
Australia,AUS,2020-02-29,1.143
Australia,AUS,2020-03-01,1.286
Australia,AUS,2020-03-02,1.429
Australia,AUS,2020-03-03,1.571
Australia,AUS,2020-03-04,1.714
Australia,AUS,2020-03-05,1.429
Australia,AUS,2020-03-06,1.286
Australia,AUS,2020-03-07,0.857
Australia,AUS,2020-03-08,0.714
Australia,AUS,2020-03-09,0.286
Australia,AUS,2020-03-10,0.286
Australia,AUS,2020-03-11,0.143
Australia,AUS,2020-03-12,0.286
Australia,AUS,2020-03-13,0
Australia,AUS,2020-03-14,-0.571
Australia,AUS,2020-03-15,-1.286
Australia,AUS,2020-03-16,-1
Australia,AUS,2020-03-17,-1.429
Australia,AUS,2020-03-18,-2.286
Australia,AUS,2020-03-19,-3.571
Australia,AUS,2020-03-20,-5.429
Australia,AUS,2020-03-21,-7.714
Australia,AUS,2020-03-22,-10
Australia,AUS,2020-03-23,-12.286
Australia,AUS,2020-03-24,-15.857
Australia,AUS,2020-03-25,-19.286
Australia,AUS,2020-03-26,-22.714
Australia,AUS,2020-03-27,-26
Australia,AUS,2020-03-28,-29.429
Australia,AUS,2020-03-29,-33.286
Australia,AUS,2020-03-30,-36.429
Australia,AUS,2020-03-31,-38
Australia,AUS,2020-04-01,-39.286
Australia,AUS,2020-04-02,-40.429
Australia,AUS,2020-04-03,-41.143
Australia,AUS,2020-04-04,-41.571
Australia,AUS,2020-04-05,-41.429
Australia,AUS,2020-04-06,-41.143
Australia,AUS,2020-04-07,-40.714
Australia,AUS,2020-04-08,-40
Australia,AUS,2020-04-09,-38
Australia,AUS,2020-04-10,-43.143
Australia,AUS,2020-04-11,-42.571
Australia,AUS,2020-04-12,-44.571
Australia,AUS,2020-04-13,-45.714
Australia,AUS,2020-04-14,-45.571
Australia,AUS,2020-04-15,-45.857
Australia,AUS,2020-04-16,-47.429
Australia,AUS,2020-04-17,-41.857
Australia,AUS,2020-04-18,-42.286
Australia,AUS,2020-04-19,-40.429
Australia,AUS,2020-04-20,-39.571
Australia,AUS,2020-04-21,-39.857
Australia,AUS,2020-04-22,-40
Australia,AUS,2020-04-23,-40
Australia,AUS,2020-04-24,-39.857
Australia,AUS,2020-04-25,-41.143
Australia,AUS,2020-04-26,-39.857
Australia,AUS,2020-04-27,-39.429
Australia,AUS,2020-04-28,-39
Australia,AUS,2020-04-29,-39
Australia,AUS,2020-04-30,-39
Australia,AUS,2020-05-01,-38.857
Australia,AUS,2020-05-02,-36.143
Australia,AUS,2020-05-03,-35.857
Australia,AUS,2020-05-04,-36.286
Australia,AUS,2020-05-05,-35.714
Australia,AUS,2020-05-06,-35
Australia,AUS,2020-05-07,-34
Australia,AUS,2020-05-08,-33.143
Australia,AUS,2020-05-09,-32
Australia,AUS,2020-05-10,-31.286
Australia,AUS,2020-05-11,-30.143
Australia,AUS,2020-05-12,-30
Australia,AUS,2020-05-13,-29.714
Australia,AUS,2020-05-14,-29.571
Australia,AUS,2020-05-15,-29.571
Australia,AUS,2020-05-16,-29.714
Australia,AUS,2020-05-17,-29.286
Australia,AUS,2020-05-18,-28.571
Australia,AUS,2020-05-19,-28.143
Australia,AUS,2020-05-20,-27.571
Australia,AUS,2020-05-21,-27.143
Australia,AUS,2020-05-22,-26.571
Australia,AUS,2020-05-23,-26.143
Australia,AUS,2020-05-24,-26.286
Australia,AUS,2020-05-25,-26.143
Australia,AUS,2020-05-26,-25.857
Australia,AUS,2020-05-27,-25.429
Australia,AUS,2020-05-28,-24.857
Australia,AUS,2020-05-29,-24.571
Australia,AUS,2020-05-30,-24.143
Australia,AUS,2020-05-31,-23.571
Australia,AUS,2020-06-01,-23.143
Australia,AUS,2020-06-02,-22.714
Australia,AUS,2020-06-03,-22.143
Australia,AUS,2020-06-04,-21.571
Australia,AUS,2020-06-05,-20.571
Australia,AUS,2020-06-06,-19.857
Australia,AUS,2020-06-07,-19
Australia,AUS,2020-06-08,-18
Australia,AUS,2020-06-09,-17.429
Australia,AUS,2020-06-10,-17.429
Australia,AUS,2020-06-11,-17.286
Australia,AUS,2020-06-12,-17.286
Australia,AUS,2020-06-13,-17.143
Australia,AUS,2020-06-14,-17
Australia,AUS,2020-06-15,-17.286
Australia,AUS,2020-06-16,-17.143
Australia,AUS,2020-06-17,-16.714
Australia,AUS,2020-06-18,-16.286
Australia,AUS,2020-06-19,-15.714
Australia,AUS,2020-06-20,-15.286
Australia,AUS,2020-06-21,-15.286
Australia,AUS,2020-06-22,-15.286
Australia,AUS,2020-06-23,-15.143
Australia,AUS,2020-06-24,-14.857
Australia,AUS,2020-06-25,-14.714
Australia,AUS,2020-06-26,-14.714
Australia,AUS,2020-06-27,-14.857
Australia,AUS,2020-06-28,-14.571
Australia,AUS,2020-06-29,-14.143
Australia,AUS,2020-06-30,-13.714
Australia,AUS,2020-07-01,-13.429
Australia,AUS,2020-07-02,-13.286
Australia,AUS,2020-07-03,-13.286
Australia,AUS,2020-07-04,-13.143
Australia,AUS,2020-07-05,-13
Australia,AUS,2020-07-06,-12.571
Australia,AUS,2020-07-07,-12.143
Australia,AUS,2020-07-08,-11.429
Australia,AUS,2020-07-09,-11.429
Australia,AUS,2020-07-10,-11.571
Australia,AUS,2020-07-11,-12.286
Australia,AUS,2020-07-12,-12.714
Australia,AUS,2020-07-13,-13
Australia,AUS,2020-07-14,-13.714
Australia,AUS,2020-07-15,-14.286
Australia,AUS,2020-07-16,-14.143
Australia,AUS,2020-07-17,-14
Australia,AUS,2020-07-18,-13.571
Australia,AUS,2020-07-19,-13.286
Australia,AUS,2020-07-20,-13.429
Australia,AUS,2020-07-21,-13.571
Australia,AUS,2020-07-22,-14.143
Australia,AUS,2020-07-23,-14.857
Australia,AUS,2020-07-24,-15.286
Australia,AUS,2020-07-25,-15.571
Australia,AUS,2020-07-26,-16.429
Australia,AUS,2020-07-27,-17.143
Australia,AUS,2020-07-28,-17.429
Australia,AUS,2020-07-29,-17.571
Australia,AUS,2020-07-30,-17.571
Australia,AUS,2020-07-31,-17.571
Australia,AUS,2020-08-01,-17.571
Australia,AUS,2020-08-02,-16.857
Australia,AUS,2020-08-03,-16.857
Australia,AUS,2020-08-04,-17.143
Australia,AUS,2020-08-05,-17.429
Australia,AUS,2020-08-06,-18.143
Australia,AUS,2020-08-07,-19.429
Australia,AUS,2020-08-08,-20.429
Australia,AUS,2020-08-09,-22
Australia,AUS,2020-08-10,-22.571
Australia,AUS,2020-08-11,-23
Australia,AUS,2020-08-12,-23.429
Australia,AUS,2020-08-13,-23.286
Australia,AUS,2020-08-14,-22.857
Australia,AUS,2020-08-15,-22.571
Australia,AUS,2020-08-16,-22.143
Australia,AUS,2020-08-17,-22
Australia,AUS,2020-08-18,-22
Australia,AUS,2020-08-19,-22.143
Australia,AUS,2020-08-20,-22.286
Australia,AUS,2020-08-21,-22.143
Australia,AUS,2020-08-22,-22.429
Australia,AUS,2020-08-23,-22.286
Australia,AUS,2020-08-24,-22.286
Australia,AUS,2020-08-25,-22.143
Australia,AUS,2020-08-26,-21.857
Australia,AUS,2020-08-27,-21.714
Australia,AUS,2020-08-28,-21.429
Australia,AUS,2020-08-29,-20.857
Australia,AUS,2020-08-30,-20.714
Australia,AUS,2020-08-31,-20.714
Australia,AUS,2020-09-01,-20.571
Australia,AUS,2020-09-02,-20.571
Australia,AUS,2020-09-03,-20.429
Australia,AUS,2020-09-04,-20.429
Australia,AUS,2020-09-05,-20
Australia,AUS,2020-09-06,-19.571
Australia,AUS,2020-09-07,-19.429
Australia,AUS,2020-09-08,-19.429
Australia,AUS,2020-09-09,-19.429
Australia,AUS,2020-09-10,-19.429
Australia,AUS,2020-09-11,-19.429
Australia,AUS,2020-09-12,-19.857
Australia,AUS,2020-09-13,-19.857
Australia,AUS,2020-09-14,-19.429
Australia,AUS,2020-09-15,-19
Australia,AUS,2020-09-16,-18.571
Australia,AUS,2020-09-17,-18.429
Australia,AUS,2020-09-18,-18.286
Australia,AUS,2020-09-19,-18
Australia,AUS,2020-09-20,-18.143
Australia,AUS,2020-09-21,-18
Australia,AUS,2020-09-22,-18
Australia,AUS,2020-09-23,-18
Australia,AUS,2020-09-24,-17.857
Australia,AUS,2020-09-25,-18
Australia,AUS,2020-09-26,-18.143
Australia,AUS,2020-09-27,-17.714
Australia,AUS,2020-09-28,-17.429
Australia,AUS,2020-09-29,-17
Australia,AUS,2020-09-30,-16.714
Australia,AUS,2020-10-01,-16.143
Australia,AUS,2020-10-02,-15.571
Australia,AUS,2020-10-03,-15.429
Australia,AUS,2020-10-04,-15.286
Australia,AUS,2020-10-05,-15.857
Australia,AUS,2020-10-06,-16
Australia,AUS,2020-10-07,-16.286
Australia,AUS,2020-10-08,-16.857
Australia,AUS,2020-10-09,-17.143
Australia,AUS,2020-10-10,-17
Australia,AUS,2020-10-11,-17.143
Australia,AUS,2020-10-12,-16.857
Australia,AUS,2020-10-13,-17.143
Australia,AUS,2020-10-14,-17
Australia,AUS,2020-10-15,-16.857
Australia,AUS,2020-10-16,-16.714
Australia,AUS,2020-10-17,-16.714
Australia,AUS,2020-10-18,-16.857
Australia,AUS,2020-10-19,-16.714
Australia,AUS,2020-10-20,-16.429
Australia,AUS,2020-10-21,-16.286
Australia,AUS,2020-10-22,-15.857
Australia,AUS,2020-10-23,-15.714
Australia,AUS,2020-10-24,-15.857
Australia,AUS,2020-10-25,-15.857
Australia,AUS,2020-10-26,-16.143
Australia,AUS,2020-10-27,-16.429
Australia,AUS,2020-10-28,-15.857
Australia,AUS,2020-10-29,-15.429
Australia,AUS,2020-10-30,-14.714
Australia,AUS,2020-10-31,-13.714
Australia,AUS,2020-11-01,-12.714
Australia,AUS,2020-11-02,-11.286
Australia,AUS,2020-11-03,-10.143
Australia,AUS,2020-11-04,-10.429
Australia,AUS,2020-11-05,-11
Australia,AUS,2020-11-06,-11.143
Australia,AUS,2020-11-07,-10.857
Australia,AUS,2020-11-08,-10.429
Australia,AUS,2020-11-09,-11
Australia,AUS,2020-11-10,-11.143
Australia,AUS,2020-11-11,-10.857
Australia,AUS,2020-11-12,-10.143
Australia,AUS,2020-11-13,-9.857
Australia,AUS,2020-11-14,-9.714
Australia,AUS,2020-11-15,-9.714
Australia,AUS,2020-11-16,-9.571
Australia,AUS,2020-11-17,-9.714
Australia,AUS,2020-11-18,-9.286
Australia,AUS,2020-11-19,-10
Australia,AUS,2020-11-20,-10.571
Australia,AUS,2020-11-21,-11.143
Australia,AUS,2020-11-22,-11.143
Australia,AUS,2020-11-23,-11.286
Australia,AUS,2020-11-24,-11.143
Australia,AUS,2020-11-25,-11.143
Australia,AUS,2020-11-26,-10
Australia,AUS,2020-11-27,-8.714
Australia,AUS,2020-11-28,-8
Australia,AUS,2020-11-29,-7.714
Australia,AUS,2020-11-30,-7
Australia,AUS,2020-12-01,-6.714
Australia,AUS,2020-12-02,-6.429
Australia,AUS,2020-12-03,-6.143
Australia,AUS,2020-12-04,-6.286
Australia,AUS,2020-12-05,-6.143
Australia,AUS,2020-12-06,-5.857
Australia,AUS,2020-12-07,-5.714
Australia,AUS,2020-12-08,-5.143
Australia,AUS,2020-12-09,-4.714
Australia,AUS,2020-12-10,-4.429
Australia,AUS,2020-12-11,-4.143
Australia,AUS,2020-12-12,-3.857
Australia,AUS,2020-12-13,-3.857
Australia,AUS,2020-12-14,-3.571
Australia,AUS,2020-12-15,-3.286
Australia,AUS,2020-12-16,-2.857
Australia,AUS,2020-12-17,-2.286
Australia,AUS,2020-12-18,-2
Australia,AUS,2020-12-19,-2.143
Australia,AUS,2020-12-20,-2
Australia,AUS,2020-12-21,-0.714
Australia,AUS,2020-12-22,0.714
Australia,AUS,2020-12-23,3.143
Australia,AUS,2020-12-24,4
Australia,AUS,2020-12-25,-7
Australia,AUS,2020-12-26,-9.857
Australia,AUS,2020-12-27,-10.857
Australia,AUS,2020-12-28,-12.143
Australia,AUS,2020-12-29,-12.857
Australia,AUS,2020-12-30,-15
Australia,AUS,2020-12-31,-16.143
Australia,AUS,2021-01-01,-10.857
Australia,AUS,2021-01-02,-10
Australia,AUS,2021-01-03,-10.714
Australia,AUS,2021-01-04,-11.143
Australia,AUS,2021-01-05,-12.714
Australia,AUS,2021-01-06,-14.143
Australia,AUS,2021-01-07,-15.429
Australia,AUS,2021-01-08,-11.571
Australia,AUS,2021-01-09,-12.143
Australia,AUS,2021-01-10,-13
Australia,AUS,2021-01-11,-14.286
Australia,AUS,2021-01-12,-14.571
Australia,AUS,2021-01-13,-15
Australia,AUS,2021-01-14,-15.429
Australia,AUS,2021-01-15,-15.571
Australia,AUS,2021-01-16,-14.429
Australia,AUS,2021-01-17,-13.286
Australia,AUS,2021-01-18,-13
Australia,AUS,2021-01-19,-13.286
Australia,AUS,2021-01-20,-13.286
Australia,AUS,2021-01-21,-13.143
Australia,AUS,2021-01-22,-12.571
Australia,AUS,2021-01-23,-12.286
Australia,AUS,2021-01-24,-12.286
Australia,AUS,2021-01-25,-10.571
Australia,AUS,2021-01-26,-11.857
Austria,AUT,2020-02-17,11
Austria,AUT,2020-02-18,10.25
Austria,AUT,2020-02-19,9
Austria,AUT,2020-02-20,8.167
Austria,AUT,2020-02-21,7.143
Austria,AUT,2020-02-22,7.143
Austria,AUT,2020-02-23,5.571
Austria,AUT,2020-02-24,5.571
Austria,AUT,2020-02-25,6.286
Austria,AUT,2020-02-26,5.286
Austria,AUT,2020-02-27,4.857
Austria,AUT,2020-02-28,4.571
Austria,AUT,2020-02-29,3.571
Austria,AUT,2020-03-01,3
Austria,AUT,2020-03-02,2
Austria,AUT,2020-03-03,0
Austria,AUT,2020-03-04,0.714
Austria,AUT,2020-03-05,0.714
Austria,AUT,2020-03-06,0.714
Austria,AUT,2020-03-07,1
Austria,AUT,2020-03-08,3
Austria,AUT,2020-03-09,2.571
Austria,AUT,2020-03-10,2.286
Austria,AUT,2020-03-11,1.143
Austria,AUT,2020-03-12,-0.429
Austria,AUT,2020-03-13,-3.143
Austria,AUT,2020-03-14,-8.714
Austria,AUT,2020-03-15,-19.143
Austria,AUT,2020-03-16,-29.143
Austria,AUT,2020-03-17,-40
Austria,AUT,2020-03-18,-50.429
Austria,AUT,2020-03-19,-60.429
Austria,AUT,2020-03-20,-69.143
Austria,AUT,2020-03-21,-76.714
Austria,AUT,2020-03-22,-81.143
Austria,AUT,2020-03-23,-82.286
Austria,AUT,2020-03-24,-82.429
Austria,AUT,2020-03-25,-82.714
Austria,AUT,2020-03-26,-82.857
Austria,AUT,2020-03-27,-82.714
Austria,AUT,2020-03-28,-82
Austria,AUT,2020-03-29,-81.571
Austria,AUT,2020-03-30,-81.429
Austria,AUT,2020-03-31,-81
Austria,AUT,2020-04-01,-80.429
Austria,AUT,2020-04-02,-79.857
Austria,AUT,2020-04-03,-79.714
Austria,AUT,2020-04-04,-79.571
Austria,AUT,2020-04-05,-78.857
Austria,AUT,2020-04-06,-78.143
Austria,AUT,2020-04-07,-77.714
Austria,AUT,2020-04-08,-77.286
Austria,AUT,2020-04-09,-76.857
Austria,AUT,2020-04-10,-76.429
Austria,AUT,2020-04-11,-76.286
Austria,AUT,2020-04-12,-76.429
Austria,AUT,2020-04-13,-78.857
Austria,AUT,2020-04-14,-77.143
Austria,AUT,2020-04-15,-75.429
Austria,AUT,2020-04-16,-73.857
Austria,AUT,2020-04-17,-72.286
Austria,AUT,2020-04-18,-70.714
Austria,AUT,2020-04-19,-70.857
Austria,AUT,2020-04-20,-66.286
Austria,AUT,2020-04-21,-66
Austria,AUT,2020-04-22,-65.857
Austria,AUT,2020-04-23,-65.714
Austria,AUT,2020-04-24,-65.571
Austria,AUT,2020-04-25,-65.286
Austria,AUT,2020-04-26,-63.714
Austria,AUT,2020-04-27,-63.571
Austria,AUT,2020-04-28,-63.286
Austria,AUT,2020-04-29,-63.286
Austria,AUT,2020-04-30,-61.429
Austria,AUT,2020-05-01,-64.143
Austria,AUT,2020-05-02,-60.571
Austria,AUT,2020-05-03,-60.429
Austria,AUT,2020-05-04,-56.857
Austria,AUT,2020-05-05,-54.143
Austria,AUT,2020-05-06,-50.857
Austria,AUT,2020-05-07,-49.429
Austria,AUT,2020-05-08,-43.286
Austria,AUT,2020-05-09,-43.286
Austria,AUT,2020-05-10,-42.143
Austria,AUT,2020-05-11,-42.857
Austria,AUT,2020-05-12,-42.857
Austria,AUT,2020-05-13,-43.286
Austria,AUT,2020-05-14,-43.714
Austria,AUT,2020-05-15,-42.857
Austria,AUT,2020-05-16,-41.286
Austria,AUT,2020-05-17,-37.857
Austria,AUT,2020-05-18,-35.429
Austria,AUT,2020-05-19,-33
Austria,AUT,2020-05-20,-29.143
Austria,AUT,2020-05-21,-31.429
