Entity,Code,Date,retail_and_recreation
Afghanistan,AFG,2020-02-17,0
Afghanistan,AFG,2020-02-18,0.75
Afghanistan,AFG,2020-02-19,0.4
Afghanistan,AFG,2020-02-20,0
Afghanistan,AFG,2020-02-21,0
Afghanistan,AFG,2020-02-22,1.571
Afghanistan,AFG,2020-02-23,1.429
Afghanistan,AFG,2020-02-24,1
Afghanistan,AFG,2020-02-25,0.857
Afghanistan,AFG,2020-02-26,0.857
Afghanistan,AFG,2020-02-27,1
Afghanistan,AFG,2020-02-28,0.714
Afghanistan,AFG,2020-02-29,0.286
Afghanistan,AFG,2020-03-01,0.429
Afghanistan,AFG,2020-03-02,0.714
Afghanistan,AFG,2020-03-03,0.857
Afghanistan,AFG,2020-03-04,0.714
Afghanistan,AFG,2020-03-05,1.286
Afghanistan,AFG,2020-03-06,2
Afghanistan,AFG,2020-03-07,2.143
Afghanistan,AFG,2020-03-08,2.429
Afghanistan,AFG,2020-03-09,-0.429
Afghanistan,AFG,2020-03-10,-0.857
Afghanistan,AFG,2020-03-11,-0.286
Afghanistan,AFG,2020-03-12,-0.571
Afghanistan,AFG,2020-03-13,-0.571
Afghanistan,AFG,2020-03-14,0.286
Afghanistan,AFG,2020-03-15,-0.286
Afghanistan,AFG,2020-03-16,2
Afghanistan,AFG,2020-03-17,2
Afghanistan,AFG,2020-03-18,1.714
Afghanistan,AFG,2020-03-19,1.143
Afghanistan,AFG,2020-03-20,-1.429
Afghanistan,AFG,2020-03-21,-5.571
Afghanistan,AFG,2020-03-22,-7.429
Afghanistan,AFG,2020-03-23,-9.143
Afghanistan,AFG,2020-03-24,-11.286
Afghanistan,AFG,2020-03-25,-13.857
Afghanistan,AFG,2020-03-26,-16
Afghanistan,AFG,2020-03-27,-16.714
Afghanistan,AFG,2020-03-28,-18.571
Afghanistan,AFG,2020-03-29,-22.286
Afghanistan,AFG,2020-03-30,-26.571
Afghanistan,AFG,2020-03-31,-30.571
Afghanistan,AFG,2020-04-01,-34.286
Afghanistan,AFG,2020-04-02,-38
Afghanistan,AFG,2020-04-03,-40.571
Afghanistan,AFG,2020-04-04,-41.571
Afghanistan,AFG,2020-04-05,-42.571
Afghanistan,AFG,2020-04-06,-43.143
Afghanistan,AFG,2020-04-07,-42.857
Afghanistan,AFG,2020-04-08,-43.286
Afghanistan,AFG,2020-04-09,-44
Afghanistan,AFG,2020-04-10,-44.429
Afghanistan,AFG,2020-04-11,-44.857
Afghanistan,AFG,2020-04-12,-45.286
Afghanistan,AFG,2020-04-13,-45.429
Afghanistan,AFG,2020-04-14,-46.429
Afghanistan,AFG,2020-04-15,-45.714
Afghanistan,AFG,2020-04-16,-45.286
Afghanistan,AFG,2020-04-17,-45.286
Afghanistan,AFG,2020-04-18,-44.857
Afghanistan,AFG,2020-04-19,-44.143
Afghanistan,AFG,2020-04-20,-43.571
Afghanistan,AFG,2020-04-21,-42.571
Afghanistan,AFG,2020-04-22,-42.571
Afghanistan,AFG,2020-04-23,-42.143
Afghanistan,AFG,2020-04-24,-42.714
Afghanistan,AFG,2020-04-25,-43.429
Afghanistan,AFG,2020-04-26,-44
Afghanistan,AFG,2020-04-27,-45
Afghanistan,AFG,2020-04-28,-45.571
Afghanistan,AFG,2020-04-29,-45.571
Afghanistan,AFG,2020-04-30,-46.143
Afghanistan,AFG,2020-05-01,-46.143
Afghanistan,AFG,2020-05-02,-46
Afghanistan,AFG,2020-05-03,-46.286
Afghanistan,AFG,2020-05-04,-45.714
Afghanistan,AFG,2020-05-05,-45.714
Afghanistan,AFG,2020-05-06,-46
Afghanistan,AFG,2020-05-07,-45.571
Afghanistan,AFG,2020-05-08,-44.714
Afghanistan,AFG,2020-05-09,-43.714
Afghanistan,AFG,2020-05-10,-42.429
Afghanistan,AFG,2020-05-11,-41.429
Afghanistan,AFG,2020-05-12,-40.429
Afghanistan,AFG,2020-05-13,-39.571
Afghanistan,AFG,2020-05-14,-38.571
Afghanistan,AFG,2020-05-15,-37
Afghanistan,AFG,2020-05-16,-35.286
Afghanistan,AFG,2020-05-17,-34.143
Afghanistan,AFG,2020-05-18,-32.857
Afghanistan,AFG,2020-07-03,-29.429
Afghanistan,AFG,2020-07-04,-25.429
Afghanistan,AFG,2020-07-05,-21.429
Afghanistan,AFG,2020-07-06,-18.429
Afghanistan,AFG,2020-07-07,-15.143
Afghanistan,AFG,2020-07-08,-11.857
Afghanistan,AFG,2020-07-09,-9
Afghanistan,AFG,2020-07-10,-8
Afghanistan,AFG,2020-07-11,-7.286
Afghanistan,AFG,2020-07-12,-6.714
Afghanistan,AFG,2020-07-13,-6.286
Afghanistan,AFG,2020-07-14,-6.429
Afghanistan,AFG,2020-07-15,-6
Afghanistan,AFG,2020-07-16,-5.714
Afghanistan,AFG,2020-07-17,-5.429
Afghanistan,AFG,2020-07-18,-5.286
Afghanistan,AFG,2020-07-19,-5.143
Afghanistan,AFG,2020-07-20,-4.714
Afghanistan,AFG,2020-07-21,-4.571
Afghanistan,AFG,2020-07-22,-4.286
Afghanistan,AFG,2020-07-23,-4.286
Afghanistan,AFG,2020-07-24,-4
Afghanistan,AFG,2020-07-25,-4.286
Afghanistan,AFG,2020-07-26,-4.429
Afghanistan,AFG,2020-07-27,-4.714
Afghanistan,AFG,2020-07-28,-4.143
Afghanistan,AFG,2020-07-29,-3.286
Afghanistan,AFG,2020-07-30,-3
Afghanistan,AFG,2020-07-31,-6.286
Afghanistan,AFG,2020-08-01,-10.143
Afghanistan,AFG,2020-08-02,-13.857
Afghanistan,AFG,2020-08-03,-16
Afghanistan,AFG,2020-08-04,-17.429
Afghanistan,AFG,2020-08-05,-19
Afghanistan,AFG,2020-08-06,-19.571
Afghanistan,AFG,2020-08-07,-16.714
Afghanistan,AFG,2020-08-08,-13.714
Afghanistan,AFG,2020-08-09,-10.714
Afghanistan,AFG,2020-08-10,-7.143
Afghanistan,AFG,2020-08-11,-5.286
Afghanistan,AFG,2020-08-12,-3.429
Afghanistan,AFG,2020-08-13,-2
Afghanistan,AFG,2020-08-14,-0.714
Afghanistan,AFG,2020-08-15,1.571
Afghanistan,AFG,2020-08-16,3.857
Afghanistan,AFG,2020-08-17,3.333
Afghanistan,AFG,2020-08-18,3.6
Afghanistan,AFG,2020-08-19,3.5
Afghanistan,AFG,2020-08-20,4.333
Afghanistan,AFG,2020-09-13,42
Afghanistan,AFG,2020-09-14,44.75
Afghanistan,AFG,2020-09-15,46.6
Afghanistan,AFG,2020-09-16,48
Afghanistan,AFG,2020-09-17,47.571
Afghanistan,AFG,2020-09-18,46.857
Afghanistan,AFG,2020-09-19,47.143
Afghanistan,AFG,2020-09-20,47.286
Afghanistan,AFG,2020-09-21,47.429
Afghanistan,AFG,2020-09-22,46.429
Afghanistan,AFG,2020-09-23,44.143
Afghanistan,AFG,2020-09-24,43
Afghanistan,AFG,2020-09-25,41.714
Afghanistan,AFG,2020-09-26,40.143
Afghanistan,AFG,2020-09-27,39
Afghanistan,AFG,2020-09-28,36.857
Afghanistan,AFG,2020-09-29,35.429
Afghanistan,AFG,2020-09-30,35
Afghanistan,AFG,2020-10-01,34.429
Afghanistan,AFG,2020-10-02,34.714
Afghanistan,AFG,2020-10-03,34.714
Afghanistan,AFG,2020-10-04,35
Afghanistan,AFG,2020-10-05,35.143
Afghanistan,AFG,2020-10-06,35.429
Afghanistan,AFG,2020-10-07,36
Afghanistan,AFG,2020-10-08,37.286
Afghanistan,AFG,2020-10-09,38
Afghanistan,AFG,2020-10-10,38.286
Afghanistan,AFG,2020-10-11,38.571
Afghanistan,AFG,2020-10-12,39.714
Afghanistan,AFG,2020-10-13,40.571
Afghanistan,AFG,2020-10-14,41.286
Afghanistan,AFG,2020-10-15,41.429
Afghanistan,AFG,2020-10-16,41.429
Afghanistan,AFG,2020-10-17,41.143
Afghanistan,AFG,2020-10-18,40.571
Afghanistan,AFG,2020-10-19,39.857
Afghanistan,AFG,2020-10-20,38.714
Afghanistan,AFG,2020-10-21,38.143
Afghanistan,AFG,2020-10-22,38.714
Afghanistan,AFG,2020-10-23,39.286
Afghanistan,AFG,2020-10-24,40.143
Afghanistan,AFG,2020-10-25,41.286
Afghanistan,AFG,2020-10-26,42.429
Afghanistan,AFG,2020-10-27,44.286
Afghanistan,AFG,2020-10-28,45.143
Afghanistan,AFG,2020-10-29,40.571
Afghanistan,AFG,2020-10-30,39.429
Afghanistan,AFG,2020-10-31,38.714
Afghanistan,AFG,2020-11-01,37.857
Afghanistan,AFG,2020-11-02,37.429
Afghanistan,AFG,2020-11-03,35.857
Afghanistan,AFG,2020-11-04,34.857
Afghanistan,AFG,2020-11-05,37.857
Afghanistan,AFG,2020-11-06,36.571
Afghanistan,AFG,2020-11-07,35.714
Afghanistan,AFG,2020-11-08,34.714
Afghanistan,AFG,2020-11-09,33.143
Afghanistan,AFG,2020-11-10,32.857
Afghanistan,AFG,2020-11-11,32.143
Afghanistan,AFG,2020-11-12,32.286
Afghanistan,AFG,2020-11-13,33
Afghanistan,AFG,2020-11-14,33
Afghanistan,AFG,2020-11-15,33.143
Afghanistan,AFG,2020-11-16,34
Afghanistan,AFG,2020-11-17,34.857
Afghanistan,AFG,2020-11-18,36
Afghanistan,AFG,2020-11-19,33.857
Afghanistan,AFG,2020-11-20,33.429
Afghanistan,AFG,2020-11-21,33.714
Afghanistan,AFG,2020-11-22,34.286
Afghanistan,AFG,2020-11-23,33.571
Afghanistan,AFG,2020-11-24,32.857
Afghanistan,AFG,2020-11-25,32.571
Afghanistan,AFG,2020-11-26,35.429
Afghanistan,AFG,2020-11-27,36.286
Afghanistan,AFG,2020-11-28,36.857
Afghanistan,AFG,2020-11-29,37.143
Afghanistan,AFG,2020-11-30,37.571
Afghanistan,AFG,2020-12-01,37.857
Afghanistan,AFG,2020-12-02,38
Afghanistan,AFG,2020-12-03,37.857
Afghanistan,AFG,2020-12-04,38.286
Afghanistan,AFG,2020-12-05,38.714
Afghanistan,AFG,2020-12-06,39
Afghanistan,AFG,2020-12-07,38.857
Afghanistan,AFG,2020-12-08,38.714
Afghanistan,AFG,2020-12-09,38.429
Afghanistan,AFG,2020-12-10,37.857
Afghanistan,AFG,2020-12-11,36.857
Afghanistan,AFG,2020-12-12,36.571
Afghanistan,AFG,2020-12-13,36.286
Afghanistan,AFG,2020-12-14,36.571
Afghanistan,AFG,2020-12-15,36.714
Afghanistan,AFG,2020-12-16,36.429
Afghanistan,AFG,2020-12-17,35.571
Afghanistan,AFG,2020-12-18,35.571
Afghanistan,AFG,2020-12-19,35.571
Afghanistan,AFG,2020-12-20,35.714
Afghanistan,AFG,2020-12-21,35.429
Afghanistan,AFG,2020-12-22,35
Afghanistan,AFG,2020-12-23,35
Afghanistan,AFG,2020-12-24,35.714
Afghanistan,AFG,2020-12-25,35.714
Afghanistan,AFG,2020-12-26,35
Afghanistan,AFG,2020-12-27,33.429
Afghanistan,AFG,2020-12-28,33.286
Afghanistan,AFG,2020-12-29,32.714
Afghanistan,AFG,2020-12-30,31.714
Afghanistan,AFG,2020-12-31,31
Afghanistan,AFG,2021-01-01,30
Afghanistan,AFG,2021-01-02,29.857
Afghanistan,AFG,2021-01-03,30.857
Afghanistan,AFG,2021-01-04,31.429
Afghanistan,AFG,2021-01-05,31.429
Afghanistan,AFG,2021-01-06,31.143
Afghanistan,AFG,2021-01-07,31.286
Afghanistan,AFG,2021-01-08,31.857
Afghanistan,AFG,2021-01-09,32.571
Afghanistan,AFG,2021-01-10,33.143
Afghanistan,AFG,2021-01-11,34.143
Afghanistan,AFG,2021-01-12,35.429
Afghanistan,AFG,2021-01-13,36.571
Afghanistan,AFG,2021-01-14,37.143
Afghanistan,AFG,2021-01-15,37.143
Afghanistan,AFG,2021-01-16,35.857
Afghanistan,AFG,2021-01-17,35
Afghanistan,AFG,2021-01-18,33.714
Afghanistan,AFG,2021-01-19,33.286
Afghanistan,AFG,2021-01-20,32.857
Afghanistan,AFG,2021-01-21,32.571
Afghanistan,AFG,2021-01-22,31.429
Afghanistan,AFG,2021-01-23,30.857
Afghanistan,AFG,2021-01-24,30.429
Afghanistan,AFG,2021-01-25,30.143
Afghanistan,AFG,2021-01-26,29.286
Angola,AGO,2020-02-17,-2.333
Angola,AGO,2020-02-18,-2.5
Angola,AGO,2020-02-19,-4
Angola,AGO,2020-02-20,-4
Angola,AGO,2020-02-21,-3.714
Angola,AGO,2020-02-22,-4.143
Angola,AGO,2020-02-23,-3.714
Angola,AGO,2020-02-24,-4.143
Angola,AGO,2020-02-25,-6.143
Angola,AGO,2020-02-26,-5.143
Angola,AGO,2020-02-27,-4.286
Angola,AGO,2020-02-28,-3.143
Angola,AGO,2020-02-29,-2.143
Angola,AGO,2020-03-01,-1.286
Angola,AGO,2020-03-02,0.857
Angola,AGO,2020-03-03,3.857
Angola,AGO,2020-03-04,5.286
Angola,AGO,2020-03-05,5.714
Angola,AGO,2020-03-06,5.714
Angola,AGO,2020-03-07,5.714
Angola,AGO,2020-03-08,5.714
Angola,AGO,2020-03-09,4.857
Angola,AGO,2020-03-10,4.429
Angola,AGO,2020-03-11,3.571
Angola,AGO,2020-03-12,3
Angola,AGO,2020-03-13,2.429
Angola,AGO,2020-03-14,1.714
Angola,AGO,2020-03-15,0.286
Angola,AGO,2020-03-16,-0.286
Angola,AGO,2020-03-17,-1.286
Angola,AGO,2020-03-18,-2
Angola,AGO,2020-03-19,-2.714
Angola,AGO,2020-03-20,-3.714
Angola,AGO,2020-03-21,-5.429
Angola,AGO,2020-03-22,-9.429
Angola,AGO,2020-03-23,-15
Angola,AGO,2020-03-24,-17.857
Angola,AGO,2020-03-25,-20.429
Angola,AGO,2020-03-26,-21.286
Angola,AGO,2020-03-27,-27.429
Angola,AGO,2020-03-28,-33.286
Angola,AGO,2020-03-29,-37.286
Angola,AGO,2020-03-30,-39
Angola,AGO,2020-03-31,-43.143
Angola,AGO,2020-04-01,-47.857
Angola,AGO,2020-04-02,-54.286
Angola,AGO,2020-04-03,-55.714
Angola,AGO,2020-04-04,-56.714
Angola,AGO,2020-04-05,-56.857
Angola,AGO,2020-04-06,-56.429
Angola,AGO,2020-04-07,-56.143
Angola,AGO,2020-04-08,-56
Angola,AGO,2020-04-09,-55.429
Angola,AGO,2020-04-10,-55.714
Angola,AGO,2020-04-11,-55
Angola,AGO,2020-04-12,-54.714
Angola,AGO,2020-04-13,-55.143
Angola,AGO,2020-04-14,-55
Angola,AGO,2020-04-15,-55
Angola,AGO,2020-04-16,-55.143
Angola,AGO,2020-04-17,-54.571
Angola,AGO,2020-04-18,-55.571
Angola,AGO,2020-04-19,-56
Angola,AGO,2020-04-20,-56
Angola,AGO,2020-04-21,-56.143
Angola,AGO,2020-04-22,-56.286
Angola,AGO,2020-04-23,-56.143
Angola,AGO,2020-04-24,-56
Angola,AGO,2020-04-25,-54.143
Angola,AGO,2020-04-26,-52.429
Angola,AGO,2020-04-27,-49.857
Angola,AGO,2020-04-28,-46.857
Angola,AGO,2020-04-29,-43.429
Angola,AGO,2020-04-30,-40.143
Angola,AGO,2020-05-01,-39.571
Angola,AGO,2020-05-02,-38
Angola,AGO,2020-05-03,-38.286
Angola,AGO,2020-05-04,-38.286
Angola,AGO,2020-05-05,-38.429
Angola,AGO,2020-05-06,-38.857
Angola,AGO,2020-05-07,-39.571
Angola,AGO,2020-05-08,-37.857
Angola,AGO,2020-05-09,-37.714
Angola,AGO,2020-05-10,-37.571
Angola,AGO,2020-05-11,-37.429
Angola,AGO,2020-05-12,-37.429
Angola,AGO,2020-05-13,-37.429
Angola,AGO,2020-05-14,-37.429
Angola,AGO,2020-05-15,-37.286
Angola,AGO,2020-05-16,-37.286
Angola,AGO,2020-05-17,-37.143
Angola,AGO,2020-05-18,-37
Angola,AGO,2020-05-19,-37.143
Angola,AGO,2020-05-20,-37.429
Angola,AGO,2020-05-21,-37.571
Angola,AGO,2020-05-22,-37.429
Angola,AGO,2020-05-23,-36.857
Angola,AGO,2020-05-24,-36
Angola,AGO,2020-05-25,-35.143
Angola,AGO,2020-05-26,-33.571
Angola,AGO,2020-05-27,-31.143
Angola,AGO,2020-05-28,-28.714
Angola,AGO,2020-05-29,-26
Angola,AGO,2020-05-30,-24
Angola,AGO,2020-05-31,-22
Angola,AGO,2020-06-01,-19.429
Angola,AGO,2020-06-02,-18.286
Angola,AGO,2020-06-03,-17.714
Angola,AGO,2020-06-04,-17.571
Angola,AGO,2020-06-05,-17.714
Angola,AGO,2020-06-06,-17.714
Angola,AGO,2020-06-07,-17.857
Angola,AGO,2020-06-08,-18.429
Angola,AGO,2020-06-09,-18.571
Angola,AGO,2020-06-10,-18.429
Angola,AGO,2020-06-11,-18.429
Angola,AGO,2020-06-12,-18.286
Angola,AGO,2020-06-13,-18.286
Angola,AGO,2020-06-14,-18
Angola,AGO,2020-06-15,-18
Angola,AGO,2020-06-16,-17.714
Angola,AGO,2020-06-17,-17.857
Angola,AGO,2020-06-18,-18.143
Angola,AGO,2020-06-19,-18.571
Angola,AGO,2020-06-20,-18.714
Angola,AGO,2020-06-21,-18.714
Angola,AGO,2020-06-22,-19.143
Angola,AGO,2020-06-23,-19.429
Angola,AGO,2020-06-24,-19.143
Angola,AGO,2020-06-25,-18
Angola,AGO,2020-06-26,-16.143
Angola,AGO,2020-06-27,-14.571
Angola,AGO,2020-06-28,-13.286
Angola,AGO,2020-06-29,-11.714
Angola,AGO,2020-06-30,-10
Angola,AGO,2020-07-01,-8.714
Angola,AGO,2020-07-02,-8
Angola,AGO,2020-07-03,-8.143
Angola,AGO,2020-07-04,-8.571
Angola,AGO,2020-07-05,-8.571
Angola,AGO,2020-07-06,-8.714
Angola,AGO,2020-07-07,-9.286
Angola,AGO,2020-07-08,-10.286
Angola,AGO,2020-07-09,-12
Angola,AGO,2020-07-10,-13.714
Angola,AGO,2020-07-11,-15
Angola,AGO,2020-07-12,-16.429
Angola,AGO,2020-07-13,-18.143
Angola,AGO,2020-07-14,-19.714
Angola,AGO,2020-07-15,-21
Angola,AGO,2020-07-16,-21.429
Angola,AGO,2020-07-17,-21.714
Angola,AGO,2020-07-18,-22.143
Angola,AGO,2020-07-19,-22.429
Angola,AGO,2020-07-20,-22.857
Angola,AGO,2020-07-21,-23.429
Angola,AGO,2020-07-22,-24.143
Angola,AGO,2020-07-23,-24.429
Angola,AGO,2020-07-24,-24.286
Angola,AGO,2020-07-25,-23.571
Angola,AGO,2020-07-26,-23.143
Angola,AGO,2020-07-27,-22.143
Angola,AGO,2020-07-28,-20.857
Angola,AGO,2020-07-29,-18.714
Angola,AGO,2020-07-30,-16.857
Angola,AGO,2020-07-31,-15.286
Angola,AGO,2020-08-01,-14.143
Angola,AGO,2020-08-02,-12.857
Angola,AGO,2020-08-03,-12
Angola,AGO,2020-08-04,-11.571
Angola,AGO,2020-08-05,-11.571
Angola,AGO,2020-08-06,-11.857
Angola,AGO,2020-08-07,-12.429
Angola,AGO,2020-08-08,-12.857
Angola,AGO,2020-08-09,-13.286
Angola,AGO,2020-08-10,-13.429
Angola,AGO,2020-08-11,-13.429
Angola,AGO,2020-08-12,-13.429
Angola,AGO,2020-08-13,-13.286
Angola,AGO,2020-08-14,-13
Angola,AGO,2020-08-15,-13.286
Angola,AGO,2020-08-16,-13.286
Angola,AGO,2020-08-17,-13.857
Angola,AGO,2020-08-18,-14.286
Angola,AGO,2020-08-19,-14.857
Angola,AGO,2020-08-20,-15.571
Angola,AGO,2020-08-21,-16.143
Angola,AGO,2020-08-22,-16.286
Angola,AGO,2020-08-23,-16.286
Angola,AGO,2020-08-24,-16.286
Angola,AGO,2020-08-25,-16
Angola,AGO,2020-08-26,-15.714
Angola,AGO,2020-08-27,-15
Angola,AGO,2020-08-28,-14
Angola,AGO,2020-08-29,-12.857
Angola,AGO,2020-08-30,-11.857
Angola,AGO,2020-08-31,-10.143
Angola,AGO,2020-09-01,-8.714
Angola,AGO,2020-09-02,-7.286
Angola,AGO,2020-09-03,-6
Angola,AGO,2020-09-04,-5.286
Angola,AGO,2020-09-05,-4.571
Angola,AGO,2020-09-06,-4
Angola,AGO,2020-09-07,-3.857
Angola,AGO,2020-09-08,-3.857
Angola,AGO,2020-09-09,-3.714
Angola,AGO,2020-09-10,-3.714
Angola,AGO,2020-09-11,-3.714
Angola,AGO,2020-09-12,-4
Angola,AGO,2020-09-13,-4.286
Angola,AGO,2020-09-14,-4.429
Angola,AGO,2020-09-15,-4.571
Angola,AGO,2020-09-16,-4.286
Angola,AGO,2020-09-17,-7
Angola,AGO,2020-09-18,-9.714
Angola,AGO,2020-09-19,-11.143
Angola,AGO,2020-09-20,-12
Angola,AGO,2020-09-21,-12.857
Angola,AGO,2020-09-22,-14.286
Angola,AGO,2020-09-23,-16.714
Angola,AGO,2020-09-24,-16.286
Angola,AGO,2020-09-25,-15.143
Angola,AGO,2020-09-26,-14.714
Angola,AGO,2020-09-27,-15
Angola,AGO,2020-09-28,-15.429
Angola,AGO,2020-09-29,-15.143
Angola,AGO,2020-09-30,-14.286
Angola,AGO,2020-10-01,-13.286
Angola,AGO,2020-10-02,-12.714
Angola,AGO,2020-10-03,-12.857
Angola,AGO,2020-10-04,-12.714
Angola,AGO,2020-10-05,-12.429
Angola,AGO,2020-10-06,-12.571
Angola,AGO,2020-10-07,-12.429
Angola,AGO,2020-10-08,-12.143
Angola,AGO,2020-10-09,-12.143
Angola,AGO,2020-10-10,-12.143
Angola,AGO,2020-10-11,-12.143
Angola,AGO,2020-10-12,-12.143
Angola,AGO,2020-10-13,-12
Angola,AGO,2020-10-14,-12.429
Angola,AGO,2020-10-15,-13.286
Angola,AGO,2020-10-16,-13.857
Angola,AGO,2020-10-17,-14.714
Angola,AGO,2020-10-18,-15.429
Angola,AGO,2020-10-19,-16
Angola,AGO,2020-10-20,-16.714
Angola,AGO,2020-10-21,-16.857
Angola,AGO,2020-10-22,-16.571
Angola,AGO,2020-10-23,-16.286
Angola,AGO,2020-10-24,-15.857
Angola,AGO,2020-10-25,-15.571
Angola,AGO,2020-10-26,-15
Angola,AGO,2020-10-27,-14
Angola,AGO,2020-10-28,-13.429
Angola,AGO,2020-10-29,-12.714
Angola,AGO,2020-10-30,-12.143
Angola,AGO,2020-10-31,-11.286
Angola,AGO,2020-11-01,-10.429
Angola,AGO,2020-11-02,-12.857
Angola,AGO,2020-11-03,-12.571
Angola,AGO,2020-11-04,-12.429
Angola,AGO,2020-11-05,-12.571
Angola,AGO,2020-11-06,-13.143
Angola,AGO,2020-11-07,-14
Angola,AGO,2020-11-08,-15
Angola,AGO,2020-11-09,-13
Angola,AGO,2020-11-10,-12.857
Angola,AGO,2020-11-11,-17.714
Angola,AGO,2020-11-12,-18.286
Angola,AGO,2020-11-13,-19.286
Angola,AGO,2020-11-14,-19.286
Angola,AGO,2020-11-15,-19.286
Angola,AGO,2020-11-16,-19.429
Angola,AGO,2020-11-17,-20.429
Angola,AGO,2020-11-18,-16.143
Angola,AGO,2020-11-19,-16
Angola,AGO,2020-11-20,-15
Angola,AGO,2020-11-21,-14.857
Angola,AGO,2020-11-22,-14.429
Angola,AGO,2020-11-23,-14.143
Angola,AGO,2020-11-24,-13.714
Angola,AGO,2020-11-25,-12.857
Angola,AGO,2020-11-26,-12.143
Angola,AGO,2020-11-27,-10.571
Angola,AGO,2020-11-28,-9.571
Angola,AGO,2020-11-29,-8
Angola,AGO,2020-11-30,-6.429
Angola,AGO,2020-12-01,-4.857
Angola,AGO,2020-12-02,-3.714
Angola,AGO,2020-12-03,-2.714
Angola,AGO,2020-12-04,-2.571
Angola,AGO,2020-12-05,-1.857
Angola,AGO,2020-12-06,-2
Angola,AGO,2020-12-07,-2.143
Angola,AGO,2020-12-08,-2.571
Angola,AGO,2020-12-09,-3.429
Angola,AGO,2020-12-10,-4.143
Angola,AGO,2020-12-11,-5
Angola,AGO,2020-12-12,-5.571
Angola,AGO,2020-12-13,-6
Angola,AGO,2020-12-14,-6.571
Angola,AGO,2020-12-15,-6.714
Angola,AGO,2020-12-16,-6.429
Angola,AGO,2020-12-17,-5.714
Angola,AGO,2020-12-18,-4.571
Angola,AGO,2020-12-19,-3.714
Angola,AGO,2020-12-20,-2.714
Angola,AGO,2020-12-21,-1.143
Angola,AGO,2020-12-22,0.286
Angola,AGO,2020-12-23,2.429
Angola,AGO,2020-12-24,2.857
Angola,AGO,2020-12-25,-5.857
Angola,AGO,2020-12-26,-9
Angola,AGO,2020-12-27,-10.714
Angola,AGO,2020-12-28,-12.143
Angola,AGO,2020-12-29,-13.714
Angola,AGO,2020-12-30,-15.286
Angola,AGO,2020-12-31,-16.714
Angola,AGO,2021-01-01,-16.857
Angola,AGO,2021-01-02,-18
Angola,AGO,2021-01-03,-18.429
Angola,AGO,2021-01-04,-19.143
Angola,AGO,2021-01-05,-19.857
Angola,AGO,2021-01-06,-21.143
Angola,AGO,2021-01-07,-21.286
Angola,AGO,2021-01-08,-13.714
Angola,AGO,2021-01-09,-10.571
Angola,AGO,2021-01-10,-9.286
Angola,AGO,2021-01-11,-8.286
Angola,AGO,2021-01-12,-7.857
Angola,AGO,2021-01-13,-8.286
Angola,AGO,2021-01-14,-9.143
Angola,AGO,2021-01-15,-10.571
Angola,AGO,2021-01-16,-12.143
Angola,AGO,2021-01-17,-13.714
Angola,AGO,2021-01-18,-15.571
Angola,AGO,2021-01-19,-17.286
Angola,AGO,2021-01-20,-18.143
Angola,AGO,2021-01-21,-18.286
Angola,AGO,2021-01-22,-17.857
Angola,AGO,2021-01-23,-16.857
Angola,AGO,2021-01-24,-16.143
Angola,AGO,2021-01-25,-15.286
Angola,AGO,2021-01-26,-14.286
Antigua and Barbuda,ATG,2020-02-17,-4.333
Antigua and Barbuda,ATG,2020-02-18,-3.5
Antigua and Barbuda,ATG,2020-02-19,-3.2
Antigua and Barbuda,ATG,2020-02-20,-2.5
Antigua and Barbuda,ATG,2020-02-21,-2.429
Antigua and Barbuda,ATG,2020-02-22,-2.286
Antigua and Barbuda,ATG,2020-02-23,-1.143
Antigua and Barbuda,ATG,2020-02-24,-2
Antigua and Barbuda,ATG,2020-02-25,-1.714
Antigua and Barbuda,ATG,2020-02-26,-2.143
Antigua and Barbuda,ATG,2020-02-27,-2
Antigua and Barbuda,ATG,2020-02-28,-1.143
Antigua and Barbuda,ATG,2020-02-29,0.286
Antigua and Barbuda,ATG,2020-03-01,0.571
Antigua and Barbuda,ATG,2020-03-02,2.571
Antigua and Barbuda,ATG,2020-03-03,3.286
Antigua and Barbuda,ATG,2020-03-04,4.429
Antigua and Barbuda,ATG,2020-03-05,4.857
Antigua and Barbuda,ATG,2020-03-06,4.286
Antigua and Barbuda,ATG,2020-03-07,3.714
Antigua and Barbuda,ATG,2020-03-08,3.714
Antigua and Barbuda,ATG,2020-03-09,2
Antigua and Barbuda,ATG,2020-03-10,1.857
Antigua and Barbuda,ATG,2020-03-11,1.143
Antigua and Barbuda,ATG,2020-03-12,1.429
Antigua and Barbuda,ATG,2020-03-13,1.429
Antigua and Barbuda,ATG,2020-03-14,-0.286
Antigua and Barbuda,ATG,2020-03-15,-2.429
Antigua and Barbuda,ATG,2020-03-16,-4
Antigua and Barbuda,ATG,2020-03-17,-7.429
Antigua and Barbuda,ATG,2020-03-18,-10
Antigua and Barbuda,ATG,2020-03-19,-13.571
Antigua and Barbuda,ATG,2020-03-20,-16.286
Antigua and Barbuda,ATG,2020-03-21,-18.143
Antigua and Barbuda,ATG,2020-03-22,-21.857
Antigua and Barbuda,ATG,2020-03-23,-23.143
Antigua and Barbuda,ATG,2020-03-24,-24.571
Antigua and Barbuda,ATG,2020-03-25,-25
Antigua and Barbuda,ATG,2020-03-26,-26
Antigua and Barbuda,ATG,2020-03-27,-26.429
Antigua and Barbuda,ATG,2020-03-28,-28
